"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.4","1012.4","1004.3","2018-03-01 09:12","1000.3","2018-03-01 16:02","21.1","28.5","2018-03-01 12:47","14.8","2018-03-01 06:24","17.5","82","45","2018-03-01 12:24","0.7","330","7.0","10","2018-03-01 14:22","0.0","0.0","0.0","","0.0","","9.3","80.3","22.07","11.5","4.1","8","2018-03-01 13:00","2.3"
"02","1002.3","1012.2","1004.7","2018-03-02 09:07","1000.2","2018-03-02 14:30","22.7","29.4","2018-03-02 13:27","18.6","2018-03-02 05:47","18.9","80","55","2018-03-02 12:34","0.8","350","6.2","350","2018-03-02 13:57","0.0","0.0","0.0","","0.0","","7.0","60.3","17.39","8.3","3.5","7","2018-03-02 12:00","6.3"
"03","1001.4","1011.3","1003.1","2018-03-03 09:57","999.4","2018-03-03 14:44","25.0","30.6","2018-03-03 14:41","20.8","2018-03-03 03:03","20.8","78","61","2018-03-03 15:41","1.2","250","6.3","240","2018-03-03 12:09","0.0","0.0","0.0","","0.0","","8.2","70.5","19.25","10.0","4.3","7","2018-03-03 13:00","5.5"
"04","1002.3","1012.1","1003.7","2018-03-04 09:23","1001.0","2018-03-04 03:43","25.2","29.0","2018-03-04 14:38","22.1","2018-03-04 06:12","21.5","81","66","2018-03-04 14:57","0.9","200","5.6","260","2018-03-04 15:41","0.0","0.0","0.0","","0.0","","2.1","18.0","11.49","10.0","2.6","4","2018-03-04 13:00","8.4"
"05","1003.1","1013.0","1005.0","2018-03-05 23:36","1001.4","2018-03-05 03:04","25.2","31.9","2018-03-05 13:43","19.1","2018-03-05 23:47","21.1","78","63","2018-03-05 13:43","1.4","360","8.9","360","2018-03-05 19:43","0.0","0.0","0.0","","0.0","","3.6","30.8","15.02","11.0","4.4","7","2018-03-05 14:00","6.4"
"06","1006.7","1016.7","1008.4","2018-03-06 09:40","1004.7","2018-03-06 01:14","20.2","24.1","2018-03-06 10:59","17.4","2018-03-06 06:08","15.2","74","61","2018-03-06 12:00","1.9","350","7.7","350","2018-03-06 14:02","0.0","0.0","0.0","","0.0","","4.3","36.8","13.69","16.3","2.7","6","2018-03-06 12:00","6.6"
"07","1006.2","1016.3","1008.3","2018-03-07 00:32","1003.2","2018-03-07 15:21","20.1","26.7","2018-03-07 15:07","17.9","2018-03-07 23:14","16.2","78","62","2018-03-07 15:07","1.5","350","11.1","360","2018-03-07 15:53","0.0","0.0","0.0","","0.0","","2.5","21.3","12.02","10.5","-1.7","5","2018-03-07 12:00","9.0"
"08","1007.4","1017.6","1010.5","2018-03-08 22:33","1004.6","2018-03-08 03:15","14.8","19.2","2018-03-08 02:54","11.1","2018-03-08 23:26","12.6","87","80","2018-03-08 02:56","2.8","20","10.6","20","2018-03-08 12:21","8.0","17.6","0.5","2018-03-08 03:08","1.5","2018-03-08 02:52","0.0","0.0","3.35","10.3","-0.3","2","2018-03-08 13:00","10.0"
"09","1009.7","1020.0","1011.4","2018-03-09 21:52","1008.2","2018-03-09 03:26","14.6","19.1","2018-03-09 12:04","11.3","2018-03-09 00:04","7.8","64","53","2018-03-09 12:57","2.3","20","8.9","30","2018-03-09 00:47","T","0.7","T","2018-03-09 00:01","T","2018-03-09 00:01","1.7","14.4","12.39","10.5","2.8","5","2018-03-09 11:00","8.3"
"10","1010.8","1021.0","1012.5","2018-03-10 08:49","1009.0","2018-03-10 14:36","16.8","24.0","2018-03-10 13:48","10.9","2018-03-10 05:53","9.7","65","39","2018-03-10 13:17","1.0","330","8.6","200","2018-03-10 13:35","0.0","0.0","0.0","","0.0","","10.6","89.9","24.33","15.3","2.1","8","2018-03-10 13:00","1.5"
"11","1011.0","1021.2","1012.8","2018-03-11 08:15","1009.6","2018-03-11 14:49","17.7","25.1","2018-03-11 13:45","11.7","2018-03-11 06:22","11.4","69","39","2018-03-11 16:09","0.8","320","6.9","360","2018-03-11 14:29","0.0","0.0","0.0","","0.0","","10.7","90.5","23.68","12.3","3.2","8","2018-03-11 12:00","0.0"
"12","1008.9","1019.1","1011.1","2018-03-12 09:11","1006.5","2018-03-12 15:46","18.6","25.5","2018-03-12 13:00","12.7","2018-03-12 05:53","13.2","73","38","2018-03-12 12:32","0.7","340","5.8","340","2018-03-12 16:48","0.0","0.0","0.0","","0.0","","10.2","86.1","21.11","10.5","3.3","7","2018-03-12 13:00","1.3"
"13","1007.3","1017.3","1009.3","2018-03-13 08:33","1005.5","2018-03-13 15:12","19.7","26.6","2018-03-13 12:33","14.2","2018-03-13 06:02","12.9","68","37","2018-03-13 12:07","0.8","330","6.2","330","2018-03-13 14:33","0.0","0.0","0.0","","0.0","","10.1","85.1","20.49","10.3","3.7","6","2018-03-13 12:00","3.0"
