"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.8","1020.0","1011.0","2017-02-01 08:49","1008.2","2017-02-01 13:58","18.9","22.9","2017-02-01 12:58","16.3","2017-02-01 23:59","13.6","72","60","2017-02-01 14:00","2.3","360","9.6","20","2017-02-01 14:10","T","0.2","T","2017-02-01 02:15","T","2017-02-01 02:15","0.5","4.5","11.02","16.1","2.9","4","2017-02-01 13:00","9.1"
"02","1010.8","1021.0","1013.1","2017-02-02 09:07","1008.8","2017-02-02 15:02","17.8","22.6","2017-02-02 13:41","15.6","2017-02-02 01:53","11.8","69","54","2017-02-02 13:15","2.0","360","8.1","360","2017-02-02 16:35","0.0","0.0","0.0","","0.0","","3.8","34.5","12.06","18.4","2.0","4","2017-02-02 12:00","6.6"
"03","1009.3","1019.4","1011.6","2017-02-03 09:21","1006.4","2017-02-03 14:55","18.9","24.4","2017-02-03 14:36","15.0","2017-02-03 00:36","13.9","74","54","2017-02-03 12:26","1.2","350","6.6","360","2017-02-03 16:41","0.0","0.0","0.0","","0.0","","6.3","57.1","16.56","15.5","1.9","6","2017-02-03 13:00","8.6"
"04","1005.7","1015.8","1009.2","2017-02-04 00:09","1002.8","2017-02-04 15:02","19.6","24.2","2017-02-04 13:48","17.4","2017-02-04 04:39","15.5","78","55","2017-02-04 14:28","0.7","360","4.7","340","2017-02-04 15:11","0.0","0.0","0.0","","0.0","","0.8","7.2","9.16","11.6","2.4","4","2017-02-04 13:00","8.5"
"05","1003.0","1013.1","1005.4","2017-02-05 08:35","1000.7","2017-02-05 17:53","19.7","25.2","2017-02-05 13:07","16.9","2017-02-05 06:43","15.5","77","55","2017-02-05 13:14","1.2","360","7.5","340","2017-02-05 16:06","0.0","0.0","0.0","","0.0","","1.0","9.0","9.60","10.3","1.1","4","2017-02-05 13:00","8.0"
"06","1004.2","1014.2","1006.2","2017-02-06 09:19","1002.2","2017-02-06 02:17","19.6","26.6","2017-02-06 13:37","15.7","2017-02-06 06:23","12.9","67","45","2017-02-06 14:19","1.7","350","8.4","360","2017-02-06 16:38","0.0","0.0","0.0","","0.0","","9.6","86.5","18.67","14.0","2.0","6","2017-02-06 13:00","0.0"
"07","1006.0","1016.1","1008.4","2017-02-07 09:25","1004.3","2017-02-07 15:31","18.9","24.4","2017-02-07 13:57","15.0","2017-02-07 06:50","12.2","65","50","2017-02-07 14:21","0.9","320","7.6","360","2017-02-07 15:09","0.0","0.0","0.0","","0.0","","5.1","45.9","13.94","12.5","3.7","4","2017-02-07 12:00","4.3"
"08","1005.9","1016.0","1007.2","2017-02-08 23:41","1004.5","2017-02-08 16:14","18.6","24.3","2017-02-08 13:13","15.8","2017-02-08 00:39","13.7","73","53","2017-02-08 13:25","1.4","10","8.3","360","2017-02-08 23:45","T","0.6","T","2017-02-08 19:49","T","2017-02-08 19:49","4.0","35.9","14.22","11.9","-2.0","5","2017-02-08 13:00","7.8"
"09","1007.7","1018.0","1009.7","2017-02-09 09:57","1005.7","2017-02-09 13:42","13.5","16.7","2017-02-09 00:01","11.7","2017-02-09 18:55","7.4","68","43","2017-02-09 23:21","3.2","20","13.2","10","2017-02-09 15:02","0.0","0.0","0.0","","0.0","","0.0","0.0","8.15","14.3","5.3","4","2017-02-09 13:00","8.6"
"10","1010.3","1020.7","1012.7","2017-02-10 23:00","1007.8","2017-02-10 04:31","13.1","17.3","2017-02-10 11:19","9.9","2017-02-10 04:35","4.4","56","43","2017-02-10 00:01","2.3","360","9.3","10","2017-02-10 05:47","0.0","0.0","0.0","","0.0","","1.8","16.1","10.00","12.4","2.3","4","2017-02-10 12:00","8.4"
