"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"13","1006.3","1016.4","1007.6","2017-04-13 21:44","1004.8","2017-04-13 05:13","18.4","21.5","2017-04-13 12:14","15.8","2017-04-13 04:15","17.1","92","77","2017-04-13 12:14","0.7","220","6.6","360","2017-04-13 03:57","12.5","8.9","2.5","2017-04-13 16:37","4.5","2017-04-13 16:17","0.1","0.8","5.31","5.1","-3.4","3","2017-04-13 12:00","9.6"
"14","1004.7","1014.7","1006.8","2017-04-14 00:01","1002.8","2017-04-14 15:42","23.1","28.2","2017-04-14 12:39","18.9","2017-04-14 00:06","19.6","82","62","2017-04-14 14:03","0.6","330","4.5","330","2017-04-14 12:49","0.0","0.0","0.0","","0.0","","2.8","22.2","17.93","9.0","3.9","6","2017-04-14 13:00","7.0"
"15","1004.0","1013.8","1006.1","2017-04-15 09:30","1002.5","2017-04-15 16:38","25.0","30.6","2017-04-15 14:18","20.4","2017-04-15 04:08","20.6","77","58","2017-04-15 13:37","0.7","350","5.4","230","2017-04-15 14:20","0.0","0.0","0.0","","0.0","","2.7","21.3","17.35","10.8","4.1","5","2017-04-15 13:00","7.0"
"16","1003.6","1013.4","1005.4","2017-04-16 09:02","1002.0","2017-04-16 15:57","26.2","31.1","2017-04-16 14:09","22.8","2017-04-16 05:11","21.4","75","61","2017-04-16 11:31","1.1","340","6.1","350","2017-04-16 14:52","0.0","0.0","0.0","","0.0","","7.4","58.4","21.37","12.3","4.2","7","2017-04-16 13:00","4.0"
"17","1000.3","1010.0","1002.9","2017-04-17 08:47","997.2","2017-04-17 16:37","27.0","32.4","2017-04-17 14:29","22.7","2017-04-17 05:39","22.1","76","57","2017-04-17 14:29","1.6","220","8.6","190","2017-04-17 10:44","0.0","0.0","0.0","","0.0","","8.2","64.6","21.02","15.5","4.7","7","2017-04-17 13:00","5.6"
"18","998.8","1008.5","1000.7","2017-04-18 22:05","997.4","2017-04-18 14:26","27.3","31.4","2017-04-18 13:34","24.5","2017-04-18 05:57","23.1","78","63","2017-04-18 14:38","2.0","190","8.0","250","2017-04-18 15:27","0.0","0.0","0.0","","0.0","","3.6","28.3","18.48","11.8","3.7","7","2017-04-18 12:00","7.8"
"19","1000.3","1010.1","1003.2","2017-04-19 21:27","997.8","2017-04-19 14:45","27.4","32.9","2017-04-19 13:43","24.2","2017-04-19 05:12","22.7","76","57","2017-04-19 13:16","1.5","250","6.8","170","2017-04-19 11:30","0.0","0.0","0.0","","0.0","","8.3","65.1","24.15","9.3","5.1","8","2017-04-19 12:00","6.3"
"20","1000.6","1010.4","1002.3","2017-04-20 10:21","998.6","2017-04-20 15:19","26.5","29.3","2017-04-20 15:57","23.6","2017-04-20 04:15","21.9","76","68","2017-04-20 15:29","1.4","190","7.1","220","2017-04-20 16:12","0.3","0.4","0.3","2017-04-20 10:24","0.3","2017-04-20 10:24","2.4","18.8","11.04","12.8","-2.3","4","2017-04-20 12:00","7.4"
"21","999.6","1009.4","1001.3","2017-04-21 00:01","996.5","2017-04-21 14:52","26.0","31.7","2017-04-21 13:42","21.8","2017-04-21 22:37","21.4","77","55","2017-04-21 13:26","2.0","210","7.9","350","2017-04-21 21:43","2.5","5.9","0.8","2017-04-21 15:30","1.0","2017-04-21 15:30","4.9","38.3","15.68","14.3","-3.4","6","2017-04-21 14:00","7.8"
"22","1001.4","1011.4","1003.7","2017-04-22 21:54","998.8","2017-04-22 00:53","19.4","21.9","2017-04-22 00:01","17.4","2017-04-22 19:20","16.4","84","67","2017-04-22 10:44","1.9","360","9.0","350","2017-04-22 03:34","19.5","7.2","4.5","2017-04-22 16:02","8.5","2017-04-22 15:54","0.0","0.0","5.00","14.1","-0.9","2","2017-04-22 11:00","10.0"
"23","1003.4","1013.4","1005.0","2017-04-23 22:36","1001.2","2017-04-23 03:57","21.2","24.7","2017-04-23 12:24","17.7","2017-04-23 02:06","17.4","80","62","2017-04-23 14:54","1.0","340","4.5","230","2017-04-23 10:46","0.0","0.0","0.0","","0.0","","0.1","0.8","9.24","11.6","-1.0","4","2017-04-23 11:00","9.8"
"24","1004.3","1014.3","1006.0","2017-04-24 10:55","1002.9","2017-04-24 16:50","22.8","27.2","2017-04-24 15:45","19.1","2017-04-24 05:08","19.1","80","63","2017-04-24 15:15","0.6","10","4.2","360","2017-04-24 19:07","0.5","0.6","0.4","2017-04-24 04:16","0.5","2017-04-24 04:01","0.4","3.1","10.71","8.0","2.1","4","2017-04-24 14:00","9.3"
"25","1003.1","1013.0","1004.9","2017-04-25 09:57","1001.5","2017-04-25 16:44","24.2","27.7","2017-04-25 12:49","21.9","2017-04-25 03:22","21.0","83","69","2017-04-25 12:20","0.8","360","5.5","30","2017-04-25 15:11","0.0","0.0","0.0","","0.0","","0.2","1.6","11.32","6.5","1.7","5","2017-04-25 11:00","8.6"
"26","1001.0","1010.8","1002.8","2017-04-26 00:01","998.6","2017-04-26 15:34","25.6","30.6","2017-04-26 13:29","22.0","2017-04-26 23:50","21.5","79","62","2017-04-26 14:09","0.9","230","8.1","340","2017-04-26 19:05","0.0","0.0","0.0","","0.0","","2.3","17.8","13.24","10.6","-4.2","6","2017-04-26 14:00","8.0"
"27","1001.5","1011.5","1004.2","2017-04-27 22:46","999.3","2017-04-27 04:18","18.8","22.3","2017-04-27 00:26","15.4","2017-04-27 23:37","16.9","89","82","2017-04-27 01:39","1.9","360","9.1","340","2017-04-27 09:45","15.0","15.3","2.0","2017-04-27 20:10","4.0","2017-04-27 20:05","0.0","0.0","3.75","9.5","-1.5","2","2017-04-27 13:00","10.0"
"28","1003.0","1013.1","1004.5","2017-04-28 08:30","1001.2","2017-04-28 16:06","20.2","26.4","2017-04-28 13:30","15.5","2017-04-28 00:28","12.8","64","41","2017-04-28 14:05","1.8","20","8.6","360","2017-04-28 04:47","0.0","0.0","0.0","","0.0","","8.3","64.2","25.23","13.1","4.2","8","2017-04-28 13:00","5.4"
"29","1003.4","1013.4","1004.9","2017-04-29 09:21","1001.6","2017-04-29 15:32","22.0","28.2","2017-04-29 13:37","16.7","2017-04-29 04:26","14.2","63","40","2017-04-29 13:33","1.0","230","7.3","340","2017-04-29 15:36","0.0","0.0","0.0","","0.0","","10.5","81.0","26.61","13.9","4.8","8","2017-04-29 13:00","1.9"
"30","1003.5","1013.5","1005.0","2017-04-30 08:12","1001.9","2017-04-30 16:30","23.0","29.2","2017-04-30 13:20","17.3","2017-04-30 05:32","15.0","62","41","2017-04-30 11:57","0.9","120","6.6","340","2017-04-30 14:17","0.0","0.0","0.0","","0.0","","10.6","81.7","26.52","12.8","4.5","8","2017-04-30 12:00","2.6"
