"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"19","994.6","1004.3","996.4","2018-08-19 21:52","992.7","2018-08-19 14:22","26.6","32.3","2018-08-19 13:26","24.4","2018-08-19 05:16","24.8","90","66","2018-08-19 12:46","0.8","100","7.4","250","2018-08-19 13:50","41.0","7.1","5.5","2018-08-19 15:40","23.5","2018-08-19 15:05","3.0","23.4","13.83","12.5","-1.5","8","2018-08-19 11:00","7.5"
"20","993.7","1003.4","995.3","2018-08-20 00:01","991.7","2018-08-20 14:56","27.2","33.8","2018-08-20 13:45","23.8","2018-08-20 03:38","24.5","87","60","2018-08-20 12:43","0.6","340","9.9","130","2018-08-20 17:14","19.5","1.7","8.0","2018-08-20 17:18","13.5","2018-08-20 17:14","7.5","58.5","24.06","14.1","-6.1","11","2018-08-20 12:00","4.2"
"21","991.2","1000.9","993.3","2018-08-21 00:01","988.8","2018-08-21 15:34","27.6","32.8","2018-08-21 12:32","24.2","2018-08-21 04:34","25.0","87","65","2018-08-21 12:32","0.7","320","5.6","340","2018-08-21 13:54","12.0","4.1","3.0","2018-08-21 18:36","7.0","2018-08-21 18:05","5.6","43.8","17.89","10.8","-1.1","7","2018-08-21 13:00","7.2"
"22","989.2","998.9","991.1","2018-08-22 08:33","986.9","2018-08-22 15:45","27.2","32.8","2018-08-22 14:37","25.2","2018-08-22 01:32","25.6","92","69","2018-08-22 13:33","0.7","340","5.6","240","2018-08-22 14:47","50.0","6.5","7.0","2018-08-22 16:33","23.5","2018-08-22 16:30","2.1","16.4","15.68","10.1","-6.5","8","2018-08-22 13:00","8.6"
"23","986.0","995.6","988.1","2018-08-23 00:01","983.9","2018-08-23 13:56","26.7","32.2","2018-08-23 10:32","23.6","2018-08-23 23:42","25.3","92","70","2018-08-23 13:06","1.0","190","8.7","160","2018-08-23 21:19","58.5","8.5","13.5","2018-08-23 15:21","32.5","2018-08-23 14:41","3.0","23.5","11.23","11.1","-0.7","7","2018-08-23 12:00","9.1"
"24","988.5","998.2","990.7","2018-08-24 21:55","985.8","2018-08-24 02:36","24.6","27.3","2018-08-24 11:53","23.7","2018-08-24 00:01","23.9","96","88","2018-08-24 12:11","1.7","170","11.0","150","2018-08-24 04:17","70.5","20.6","4.5","2018-08-24 17:36","16.0","2018-08-24 17:21","0.0","0.0","4.27","8.4","-0.9","4","2018-08-24 12:00","10.0"
"25","989.2","998.9","990.8","2018-08-25 20:27","987.4","2018-08-25 15:18","26.5","30.9","2018-08-25 09:45","24.3","2018-08-25 02:36","24.7","90","70","2018-08-25 10:05","1.0","170","6.1","360","2018-08-25 16:39","28.0","6.6","9.0","2018-08-25 17:41","24.0","2018-08-25 17:16","1.7","13.4","12.26","12.4","-2.1","7","2018-08-25 10:00","8.5"
"26","990.8","1000.5","993.1","2018-08-26 22:37","989.2","2018-08-26 01:24","26.2","30.1","2018-08-26 13:46","24.5","2018-08-26 03:57","24.8","93","70","2018-08-26 13:41","0.5","240","5.9","220","2018-08-26 12:00","13.0","3.8","3.5","2018-08-26 15:41","9.0","2018-08-26 15:26","0.2","1.6","9.06","11.3","-1.6","5","2018-08-26 13:00","8.5"
"27","994.4","1004.2","996.6","2018-08-27 22:49","992.0","2018-08-27 04:06","26.3","31.3","2018-08-27 13:09","24.4","2018-08-27 04:21","24.1","88","67","2018-08-27 13:30","1.1","180","8.6","160","2018-08-27 15:09","3.0","4.2","0.5","2018-08-27 15:44","1.5","2018-08-27 17:05","2.2","17.4","13.54","12.4","-0.7","9","2018-08-27 13:00","8.8"
"28","996.9","1006.7","998.6","2018-08-28 20:30","995.5","2018-08-28 03:07","25.7","28.6","2018-08-28 14:24","24.0","2018-08-28 22:21","23.0","86","69","2018-08-28 14:13","1.4","190","9.9","170","2018-08-28 12:59","2.5","8.0","0.5","2018-08-28 08:57","1.5","2018-08-28 18:59","0.0","0.0","9.46","13.0","-2.2","5","2018-08-28 12:00","9.8"
"29","997.7","1007.5","999.8","2018-08-29 21:40","996.2","2018-08-29 14:16","25.8","30.2","2018-08-29 14:00","23.6","2018-08-29 05:49","23.7","89","68","2018-08-29 14:06","0.7","200","5.9","240","2018-08-29 15:10","4.0","10.6","0.5","2018-08-29 02:21","1.5","2018-08-29 03:00","0.6","4.8","12.10","13.3","-1.6","8","2018-08-29 14:00","9.7"
"30","1000.5","1010.2","1003.1","2018-08-30 23:11","998.3","2018-08-30 04:19","26.9","30.4","2018-08-30 13:15","24.7","2018-08-30 02:21","23.1","80","63","2018-08-30 13:42","0.8","200","8.4","190","2018-08-30 13:42","T","0.5","T","2018-08-30 04:40","T","2018-08-30 04:40","0.1","0.8","12.55","14.3","-2.5","7","2018-08-30 13:00","9.0"
"31","1002.4","1012.2","1003.5","2018-08-31 10:11","1001.1","2018-08-31 14:39","27.1","30.7","2018-08-31 13:29","23.6","2018-08-31 05:57","23.2","80","61","2018-08-31 13:24","0.7","210","4.3","220","2018-08-31 16:22","1.0","2.9","0.5","2018-08-31 05:22","0.5","2018-08-31 05:22","0.3","2.4","13.60","12.0","-3.1","7","2018-08-31 12:00","9.1"
