"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.2","1016.2","1007.9","2019-03-01 09:03","1004.6","2019-03-01 14:14","21.3","28.4","2019-03-01 13:30","17.8","2019-03-01 05:01","16.7","76","55","2019-03-01 13:02","1.4","340","7.2","330","2019-03-01 15:44","0.0","0.0","0.0","2019-03-01 00:00","0.0","2019-03-01 00:00","8.5","73.4","20.15","11.1","2.7","8","2019-03-01 13:00","2.4"
"02","1003.1","1013.1","1005.7","2019-03-02 00:22","1001.3","2019-03-02 14:12","22.9","28.2","2019-03-02 13:52","18.9","2019-03-02 06:23","18.3","76","58","2019-03-02 14:34","1.0","240","6.0","220","2019-03-02 15:05","0.0","0.0","0.0","2019-03-02 00:00","0.0","2019-03-02 00:00","7.4","63.8","19.66","6.9","1.0","8","2019-03-02 13:00","6.5"
"03","1001.2","1011.3","1003.7","2019-03-03 23:18","998.9","2019-03-03 04:01","20.2","26.5","2019-03-03 10:34","17.5","2019-03-03 12:29","17.4","85","58","2019-03-03 09:43","1.1","330","11.3","360","2019-03-03 10:50","21.5","3.1","5.5","2019-03-03 11:23","17.5","2019-03-03 11:23","1.5","12.9","4.39","12.5","-0.6","3","2019-03-03 10:00","8.2"
"04","1004.3","1014.3","1006.1","2019-03-04 21:15","1002.6","2019-03-04 02:27","20.8","27.3","2019-03-04 13:21","16.0","2019-03-04 06:04","15.6","73","52","2019-03-04 13:09","1.2","350","7.8","320","2019-03-04 13:44","0.0","0.0","0.0","2019-03-04 00:00","0.0","2019-03-04 00:00","9.9","85.0","23.48","11.0","4.3","9","2019-03-04 13:00","2.1"
"05","1003.6","1013.6","1005.5","2019-03-05 00:57","1000.5","2019-03-05 14:09","20.7","26.9","2019-03-05 12:58","16.4","2019-03-05 19:37","16.2","77","55","2019-03-05 12:31","1.4","360","11.1","10","2019-03-05 19:47","7.0","4.5","1.5","2019-03-05 21:54","5.0","2019-03-05 21:39","1.0","8.6","9.81","9.8","-1.7","5","2019-03-05 12:00","9.5"
"06","1004.3","1014.4","1006.5","2019-03-06 21:48","1001.8","2019-03-06 15:43","19.9","25.6","2019-03-06 11:23","17.3","2019-03-06 00:01","17.2","85","68","2019-03-06 11:00","1.5","350","10.0","330","2019-03-06 15:16","10.0","12.1","1.5","2019-03-06 02:45","3.0","2019-03-06 02:35","2.5","21.4","12.88","14.0","-2.0","6","2019-03-06 13:00","9.1"
"07","1006.4","1016.7","1008.3","2019-03-07 23:52","1004.8","2019-03-07 04:13","14.7","18.1","2019-03-07 00:15","12.8","2019-03-07 23:57","13.5","92","89","2019-03-07 02:32","1.8","350","9.2","360","2019-03-07 08:58","31.0","24.0","1.5","2019-03-07 06:27","6.0","2019-03-07 10:05","0.0","0.0","0.66","8.6","-4.6","2","2019-03-07 14:00","10.0"
"08","1006.7","1016.9","1009.5","2019-03-08 08:55","1004.5","2019-03-08 16:58","15.4","19.7","2019-03-08 14:54","12.3","2019-03-08 02:59","14.0","92","82","2019-03-08 17:03","1.0","10","7.8","360","2019-03-08 16:17","15.5","16.8","1.0","2019-03-08 00:05","3.0","2019-03-08 08:11","0.1","0.9","6.26","8.3","-6.6","3","2019-03-08 14:00","9.2"
"09","1002.2","1012.3","1005.6","2019-03-09 00:04","998.9","2019-03-09 16:26","18.4","20.7","2019-03-09 13:20","16.2","2019-03-09 00:02","17.6","96","89","2019-03-09 14:23","0.5","330","5.8","360","2019-03-09 16:26","57.0","18.5","5.0","2019-03-09 18:58","13.0","2019-03-09 00:36","0.1","0.8","3.28","9.1","-1.1","4","2019-03-09 12:00","9.8"
"10","1002.9","1012.9","1004.8","2019-03-10 21:28","1001.0","2019-03-10 00:34","19.1","23.8","2019-03-10 11:16","16.9","2019-03-10 06:16","17.0","88","70","2019-03-10 11:23","1.1","350","10.4","340","2019-03-10 01:35","21.0","5.8","3.5","2019-03-10 01:04","11.0","2019-03-10 00:50","1.2","10.2","8.00","10.1","-1.4","5","2019-03-10 11:00","9.6"
