"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1004.3","1014.3","1006.0","2017-03-11 21:00","1002.6","2017-03-11 13:41","21.5","27.0","2017-03-11 13:01","18.1","2017-03-11 05:05","17.2","77","59","2017-03-11 14:02","1.4","360","7.6","300","2017-03-11 18:39","0.0","0.0","0.0","","0.0","","5.7","48.2","18.67","11.1","2.6","7","2017-03-11 13:00","6.5"
"12","1003.7","1013.7","1006.0","2017-03-12 08:44","1001.2","2017-03-12 14:38","22.3","28.3","2017-03-12 13:27","19.2","2017-03-12 02:27","18.4","79","61","2017-03-12 13:16","1.1","200","7.5","350","2017-03-12 15:14","0.0","0.0","0.0","","0.0","","5.0","42.2","16.64","4.8","3.4","6","2017-03-12 12:00","8.3"
"13","1002.1","1012.0","1004.2","2017-03-13 00:50","998.7","2017-03-13 15:17","23.7","29.5","2017-03-13 11:26","18.9","2017-03-13 23:59","18.5","73","54","2017-03-13 12:58","1.4","350","8.1","360","2017-03-13 16:14","0.0","0.0","0.0","","0.0","","6.3","53.1","17.55","7.0","-3.4","6","2017-03-13 12:00","8.0"
"14","1005.9","1016.0","1008.2","2017-03-14 21:34","1002.8","2017-03-14 03:49","16.6","19.4","2017-03-14 13:48","15.2","2017-03-14 22:55","12.2","75","65","2017-03-14 15:21","2.7","360","9.5","360","2017-03-14 10:33","1.0","1.8","0.5","2017-03-14 03:31","0.5","2017-03-14 02:41","0.4","3.4","9.73","15.1","-3.3","5","2017-03-14 14:00","9.3"
"15","1007.3","1017.4","1010.0","2017-03-15 09:51","1005.3","2017-03-15 17:33","18.0","22.9","2017-03-15 14:08","15.0","2017-03-15 00:16","12.2","69","57","2017-03-15 15:11","1.2","340","6.5","350","2017-03-15 00:15","0.0","0.0","0.0","","0.0","","1.7","14.3","10.93","13.1","-0.2","4","2017-03-15 13:00","8.6"
"16","1006.7","1016.9","1008.4","2017-03-16 23:09","1004.5","2017-03-16 15:26","18.0","20.5","2017-03-16 12:00","15.9","2017-03-16 05:39","14.8","81","70","2017-03-16 13:18","1.1","330","7.0","350","2017-03-16 17:13","6.5","3.8","1.0","2017-03-16 07:10","3.0","2017-03-16 05:20","0.1","0.8","5.75","11.4","-1.0","4","2017-03-16 12:00","10.0"
"17","1007.7","1017.8","1009.8","2017-03-17 21:39","1006.0","2017-03-17 14:31","19.8","25.5","2017-03-17 12:07","16.7","2017-03-17 03:11","16.1","79","61","2017-03-17 12:42","1.2","340","6.6","350","2017-03-17 13:51","0.0","0.0","0.0","","0.0","","3.7","30.9","13.03","9.5","2.5","6","2017-03-17 12:00","9.5"
"18","1008.0","1018.0","1009.8","2017-03-18 08:40","1006.0","2017-03-18 14:43","21.9","27.8","2017-03-18 14:21","17.8","2017-03-18 05:54","17.4","77","55","2017-03-18 15:12","1.0","360","6.2","360","2017-03-18 19:35","0.0","0.0","0.0","","0.0","","3.3","27.5","15.11","7.8","-3.1","6","2017-03-18 13:00","8.6"
"19","1007.8","1017.8","1009.5","2017-03-19 06:40","1005.7","2017-03-19 13:58","22.2","26.9","2017-03-19 13:52","19.8","2017-03-19 02:35","18.1","78","61","2017-03-19 14:21","1.3","360","9.6","330","2017-03-19 15:02","T","0.3","T","2017-03-19 05:50","T","2017-03-19 05:50","3.7","30.8","17.27","9.4","2.7","7","2017-03-19 12:00","8.9"
"20","1005.0","1014.9","1007.5","2017-03-20 00:01","1003.3","2017-03-20 14:46","23.6","28.6","2017-03-20 12:59","18.2","2017-03-20 05:40","18.9","76","60","2017-03-20 13:30","0.9","350","7.3","340","2017-03-20 05:10","0.0","0.0","0.0","","0.0","","2.4","19.9","15.62","9.1","2.0","5","2017-03-20 12:00","7.5"
"21","1004.7","1014.7","1006.7","2017-03-21 08:38","1002.1","2017-03-21 15:05","23.4","29.7","2017-03-21 13:33","19.3","2017-03-21 21:44","18.0","72","54","2017-03-21 14:15","1.7","350","8.2","360","2017-03-21 11:59","0.0","0.0","0.0","","0.0","","10.5","87.1","23.10","9.8","5.8","8","2017-03-21 13:00","4.3"
"22","1004.1","1014.1","1007.1","2017-03-22 22:12","1001.3","2017-03-22 15:19","21.7","28.1","2017-03-22 12:01","18.4","2017-03-22 01:18","16.6","73","56","2017-03-22 12:01","1.6","350","8.2","40","2017-03-22 18:35","0.0","0.0","0.0","","0.0","","5.3","43.9","19.47","9.1","4.4","7","2017-03-22 12:00","8.4"
"23","1004.5","1014.5","1006.2","2017-03-23 09:43","1001.4","2017-03-23 14:41","22.4","30.2","2017-03-23 13:44","17.8","2017-03-23 02:20","16.1","69","45","2017-03-23 13:51","1.7","360","11.4","360","2017-03-23 15:59","T","0.8","T","2017-03-23 09:20","T","2017-03-23 09:20","6.3","52.0","17.83","14.6","-2.9","7","2017-03-23 12:00","6.5"
"24","1005.5","1015.5","1007.6","2017-03-24 07:38","1002.2","2017-03-24 14:51","22.8","30.2","2017-03-24 13:33","17.8","2017-03-24 04:51","16.4","68","47","2017-03-24 13:58","1.1","320","9.2","350","2017-03-24 15:16","0.0","0.0","0.0","","0.0","","9.8","80.8","23.58","12.3","-4.0","7","2017-03-24 13:00","4.0"
"25","1006.8","1016.9","1009.4","2017-03-25 21:27","1005.5","2017-03-25 04:01","19.6","25.7","2017-03-25 13:13","15.5","2017-03-25 23:04","15.5","78","60","2017-03-25 13:13","2.6","360","11.1","20","2017-03-25 16:13","0.5","3.4","0.5","2017-03-25 22:12","0.5","2017-03-25 22:12","2.2","18.1","13.46","11.9","-4.7","6","2017-03-25 14:00","8.8"
"26","1010.3","1020.6","1012.8","2017-03-26 23:43","1007.6","2017-03-26 02:49","14.9","16.1","2017-03-26 17:56","13.5","2017-03-26 05:53","12.2","84","75","2017-03-26 18:06","1.5","360","8.0","30","2017-03-26 02:05","11.0","11.0","1.0","2017-03-26 01:51","3.5","2017-03-26 02:58","0.0","0.0","1.66","9.6","-1.2","1","2017-03-26 14:00","9.9"
"27","1011.6","1021.8","1014.3","2017-03-27 09:34","1008.8","2017-03-27 17:33","19.7","26.9","2017-03-27 15:12","13.3","2017-03-27 06:05","12.6","67","35","2017-03-27 12:53","0.9","330","6.3","330","2017-03-27 15:29","0.0","0.0","0.0","","0.0","","10.5","86.0","25.67","13.3","/","8","2017-03-27 13:00","2.4"
"28","1009.9","1020.0","1011.9","2017-03-28 07:55","1007.6","2017-03-28 14:47","20.6","26.7","2017-03-28 12:44","14.9","2017-03-28 05:53","13.4","65","31","2017-03-28 16:43","1.1","340","7.9","250","2017-03-28 12:53","0.0","0.0","0.0","","0.0","","9.2","75.2","22.90","11.0","4.1","6","2017-03-28 12:00","3.0"
"29","1009.6","1019.6","1011.9","2017-03-29 09:38","1007.6","2017-03-29 14:49","22.2","29.1","2017-03-29 14:17","17.7","2017-03-29 03:15","14.0","60","41","2017-03-29 14:10","1.1","350","7.0","360","2017-03-29 17:29","0.0","0.0","0.0","","0.0","","7.0","57.1","19.78","12.0","3.7","7","2017-03-29 13:00","5.1"
"30","1007.8","1017.7","1009.8","2017-03-30 08:39","1005.2","2017-03-30 17:40","23.0","28.7","2017-03-30 12:01","18.2","2017-03-30 04:21","16.7","69","49","2017-03-30 12:16","0.9","240","6.5","360","2017-03-30 12:56","0.0","0.0","0.0","","0.0","","3.5","28.5","16.95","10.8","3.5","5","2017-03-30 11:00","5.6"
"31","1004.2","1014.2","1008.1","2017-03-31 23:20","1001.3","2017-03-31 16:08","21.5","29.3","2017-03-31 11:46","14.9","2017-03-31 23:32","16.3","73","56","2017-03-31 11:49","2.0","10","14.0","350","2017-03-31 18:26","4.5","2.9","2.0","2017-03-31 18:53","4.0","2017-03-31 18:33","3.2","26.0","14.05","11.5","-1.5","4","2017-03-31 12:00","7.8"
