"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1002.6","1012.4","1005.0","2018-04-11 08:32","999.9","2018-04-11 16:15","26.0","32.5","2018-04-11 12:27","20.2","2018-04-11 04:17","19.7","69","51","2018-04-11 09:31","1.1","190","7.6","200","2018-04-11 13:38","0.0","0.0","0.0","","0.0","","8.8","70.1","22.75","12.1","3.9","9","2018-04-11 12:00","6.1"
"12","1002.1","1011.9","1003.6","2018-04-12 22:10","1000.6","2018-04-12 15:51","26.5","30.2","2018-04-12 13:03","23.9","2018-04-12 22:04","21.4","74","56","2018-04-12 16:41","1.3","180","8.9","340","2018-04-12 11:00","7.5","0.5","6.0","2018-04-12 10:54","7.5","2018-04-12 10:39","3.8","30.2","14.10","13.9","-2.5","7","2018-04-12 13:00","7.8"
"13","1002.8","1012.6","1004.7","2018-04-13 08:52","1000.6","2018-04-13 15:49","26.9","32.4","2018-04-13 12:44","22.3","2018-04-13 06:02","21.9","74","60","2018-04-13 12:08","1.1","250","6.5","250","2018-04-13 13:54","0.0","0.0","0.0","","0.0","","8.9","70.6","21.66","15.0","2.9","7","2018-04-13 12:00","5.6"
"14","1001.5","1011.3","1003.3","2018-04-14 08:21","999.5","2018-04-14 16:07","27.9","32.2","2018-04-14 11:42","25.2","2018-04-14 05:39","23.2","77","59","2018-04-14 12:08","1.5","250","7.5","250","2018-04-14 14:50","0.0","0.0","0.0","","0.0","","6.2","49.1","19.34","14.0","5.7","7","2018-04-14 12:00","7.9"
"15","1002.2","1012.1","1004.8","2018-04-15 22:32","1000.5","2018-04-15 03:46","23.6","27.7","2018-04-15 12:45","18.5","2018-04-15 20:52","18.8","75","57","2018-04-15 14:53","2.2","360","10.4","360","2018-04-15 13:00","2.5","2.1","0.5","2018-04-15 20:14","2.0","2018-04-15 20:05","5.5","43.5","20.96","14.6","-4.2","9","2018-04-15 12:00","7.8"
"16","1004.5","1014.5","1006.7","2018-04-16 22:51","1002.4","2018-04-16 14:55","21.3","27.9","2018-04-16 13:15","16.8","2018-04-16 04:38","16.8","76","56","2018-04-16 14:45","1.4","360","7.9","10","2018-04-16 15:37","6.5","5.8","3.5","2018-04-16 04:28","4.0","2018-04-16 03:48","4.7","37.1","18.26","10.5","-3.3","7","2018-04-16 13:00","9.5"
"17","1006.2","1016.3","1008.3","2018-04-17 09:04","1004.3","2018-04-17 16:33","19.8","24.5","2018-04-17 15:13","17.1","2018-04-17 05:17","16.5","82","65","2018-04-17 14:57","1.5","360","7.7","360","2018-04-17 16:48","14.0","6.8","1.5","2018-04-17 01:48","3.5","2018-04-17 00:58","2.9","22.8","13.22","11.8","2.9","5","2018-04-17 14:00","7.4"
"18","1004.9","1014.9","1006.5","2018-04-18 09:06","1003.2","2018-04-18 16:18","22.6","28.5","2018-04-18 13:48","17.3","2018-04-18 01:38","17.4","73","56","2018-04-18 13:42","0.9","320","6.2","340","2018-04-18 15:41","0.0","0.0","0.0","","0.0","","8.9","70.0","22.00","11.6","4.5","8","2018-04-18 12:00","5.4"
"19","1004.3","1014.2","1005.9","2018-04-19 08:54","1003.1","2018-04-19 16:03","24.5","28.7","2018-04-19 13:02","20.7","2018-04-19 04:04","19.3","74","59","2018-04-19 11:35","0.8","330","4.9","360","2018-04-19 14:06","0.0","0.0","0.0","","0.0","","2.8","22.0","15.52","10.3","3.2","7","2018-04-19 12:00","7.4"
"20","1004.3","1014.2","1005.6","2018-04-20 08:46","1002.4","2018-04-20 17:16","25.1","30.3","2018-04-20 13:18","21.3","2018-04-20 05:17","19.6","73","49","2018-04-20 12:26","0.7","240","6.5","240","2018-04-20 14:27","0.0","0.0","0.0","","0.0","","4.3","33.7","16.75","10.4","2.7","8","2018-04-20 13:00","9.1"
"21","1003.5","1013.4","1005.0","2018-04-21 09:17","1001.7","2018-04-21 15:42","25.6","30.9","2018-04-21 12:22","21.9","2018-04-21 05:16","20.6","75","52","2018-04-21 12:12","0.9","240","5.7","330","2018-04-21 13:31","0.0","0.0","0.0","","0.0","","3.5","27.4","17.28","9.5","3.6","6","2018-04-21 13:00","7.1"
"22","1001.8","1011.6","1003.9","2018-04-22 07:16","999.9","2018-04-22 14:22","26.7","32.2","2018-04-22 14:14","22.7","2018-04-22 05:08","20.7","70","55","2018-04-22 13:04","0.6","90","6.5","350","2018-04-22 15:02","0.0","0.0","0.0","","0.0","","3.0","23.4","15.03","11.1","3.9","7","2018-04-22 13:00","5.3"
"23","999.5","1009.3","1001.3","2018-04-23 00:01","997.1","2018-04-23 15:35","27.0","33.4","2018-04-23 11:52","23.1","2018-04-23 03:31","20.9","70","50","2018-04-23 11:29","1.1","240","11.9","190","2018-04-23 16:52","0.0","0.0","0.0","","0.0","","7.8","60.8","22.87","13.9","5.7","8","2018-04-23 12:00","5.4"
"24","999.7","1009.4","1001.0","2018-04-24 21:56","998.4","2018-04-24 14:36","25.9","29.1","2018-04-24 10:34","23.8","2018-04-24 23:42","21.1","75","67","2018-04-24 08:51","1.1","170","7.1","360","2018-04-24 15:19","0.0","0.0","0.0","","0.0","","0.3","2.3","8.54","14.9","1.9","4","2018-04-24 11:00","9.3"
"25","1001.4","1011.2","1003.1","2018-04-25 21:52","999.9","2018-04-25 15:53","24.3","29.3","2018-04-25 12:51","20.9","2018-04-25 05:01","18.0","69","56","2018-04-25 12:50","1.6","350","6.7","300","2018-04-25 12:15","0.0","0.0","0.0","","0.0","","4.1","31.8","17.22","15.5","4.0","9","2018-04-25 12:00","8.3"
"26","1002.9","1012.7","1005.0","2018-04-26 21:45","1000.8","2018-04-26 02:49","25.1","30.8","2018-04-26 12:53","20.9","2018-04-26 04:30","19.0","70","55","2018-04-26 13:43","0.7","350","6.2","360","2018-04-26 14:24","0.0","0.0","0.0","","0.0","","4.5","34.9","15.78","11.1","3.8","8","2018-04-26 13:00","5.5"
"27","1004.8","1014.6","1006.2","2018-04-27 09:18","1003.1","2018-04-27 03:00","25.7","30.0","2018-04-27 11:41","22.0","2018-04-27 03:57","20.3","72","57","2018-04-27 14:16","1.1","340","7.3","310","2018-04-27 13:01","0.0","0.0","0.0","","0.0","","4.0","31.0","17.04","11.0","4.3","6","2018-04-27 11:00","6.0"
"28","1004.5","1014.3","1006.3","2018-04-28 09:45","1002.2","2018-04-28 16:10","26.0","29.7","2018-04-28 16:05","22.8","2018-04-28 04:19","21.2","75","64","2018-04-28 16:05","0.9","340","4.3","300","2018-04-28 20:17","0.0","0.0","0.0","","0.0","","0.5","3.9","12.32","7.8","2.5","4","2018-04-28 13:00","6.0"
"29","1003.3","1013.1","1005.1","2018-04-29 08:00","1001.1","2018-04-29 16:53","26.8","31.1","2018-04-29 12:09","23.2","2018-04-29 03:12","21.2","72","55","2018-04-29 17:04","0.9","250","6.4","260","2018-04-29 13:33","0.0","0.0","0.0","","0.0","","4.8","37.0","18.95","9.5","4.1","7","2018-04-29 12:00","7.6"
"30","1003.5","1013.3","1005.3","2018-04-30 09:25","1002.0","2018-04-30 16:01","27.2","32.2","2018-04-30 14:38","23.9","2018-04-30 04:58","21.6","72","55","2018-04-30 12:19","0.9","190","7.1","230","2018-04-30 13:19","0.0","0.0","0.0","","0.0","","6.2","47.8","22.08","10.9","4.7","8","2018-04-30 11:00","6.5"
