"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","998.6","1008.3","1000.5","2017-06-11 20:17","996.4","2017-06-11 16:41","28.6","34.8","2017-06-11 13:17","24.4","2017-06-11 18:35","24.8","81","57","2017-06-11 12:56","1.4","200","8.8","230","2017-06-11 14:59","23.0","1.0","8.5","2017-06-11 18:09","22.5","2017-06-11 17:36","8.7","64.2","26.53","14.3","-3.4","12","2017-06-11 13:00","5.9"
"12","999.4","1009.1","1002.0","2017-06-12 23:01","997.1","2017-06-12 15:24","27.7","34.0","2017-06-12 11:49","23.4","2017-06-12 17:17","24.1","82","58","2017-06-12 11:44","1.3","220","17.7","180","2017-06-12 17:13","62.0","2.9","17.5","2017-06-12 17:10","50.0","2017-06-12 16:59","2.9","21.4","16.55","12.6","-0.8","9","2017-06-12 12:00","8.6"
"13","999.8","1009.5","1001.4","2017-06-13 00:01","998.2","2017-06-13 13:40","28.7","35.9","2017-06-13 14:00","24.8","2017-06-13 00:28","23.9","77","48","2017-06-13 11:59","1.8","220","20.6","210","2017-06-13 15:24","3.0","2.8","1.5","2017-06-13 15:25","1.5","2017-06-13 15:25","6.2","45.7","23.70","14.9","-2.5","11","2017-06-13 12:00","8.6"
"14","1000.2","1010.0","1001.7","2017-06-14 09:06","998.3","2017-06-14 03:15","25.3","28.6","2017-06-14 02:36","24.1","2017-06-14 22:14","23.6","90","68","2017-06-14 02:35","1.4","160","7.7","230","2017-06-14 15:46","119.5","15.7","17.0","2017-06-14 17:45","36.0","2017-06-14 14:37","0.0","0.0","0.71","8.9","-0.8","2","2017-06-14 12:00","9.8"
"15","999.4","1009.3","1000.7","2017-06-15 09:20","997.8","2017-06-15 17:02","24.1","25.4","2017-06-15 13:51","22.9","2017-06-15 10:15","23.1","94","88","2017-06-15 14:00","0.8","190","5.0","200","2017-06-15 05:52","72.0","15.4","5.0","2017-06-15 10:41","14.0","2017-06-15 09:51","0.0","0.0","2.16","8.6","-0.7","2","2017-06-15 12:00","10.0"
"16","997.6","1007.4","999.6","2017-06-16 00:01","995.9","2017-06-16 23:57","25.1","29.8","2017-06-16 12:39","23.4","2017-06-16 04:17","24.0","93","77","2017-06-16 13:04","0.9","190","9.8","150","2017-06-16 13:28","65.0","9.4","12.5","2017-06-16 17:13","28.0","2017-06-16 16:30","0.1","0.7","6.05","11.4","...","4","2017-06-16 12:00","10.0"
"17","996.2","1005.9","998.0","2017-06-17 21:15","994.7","2017-06-17 01:39","24.9","26.8","2017-06-17 15:21","23.0","2017-06-17 03:04","24.1","95","88","2017-06-17 16:51","0.8","160","5.5","160","2017-06-17 02:58","123.5","16.4","13.0","2017-06-17 02:35","39.5","2017-06-17 01:47","0.0","0.0","3.94","8.5","/","3","2017-06-17 15:00","9.9"
"18","997.7","1007.5","999.8","2017-06-18 22:34","995.8","2017-06-18 03:37","24.0","25.9","2017-06-18 12:45","22.8","2017-06-18 23:54","23.4","96","91","2017-06-18 12:54","0.7","160","4.1","180","2017-06-18 11:28","53.5","15.3","5.0","2017-06-18 15:40","14.5","2017-06-18 14:57","0.0","0.0","3.28","8.0","-1.0","4","2017-06-18 13:00","10.0"
"19","997.8","1007.6","999.4","2017-06-19 10:39","996.8","2017-06-19 03:07","25.9","29.6","2017-06-19 13:38","22.5","2017-06-19 04:31","23.5","87","73","2017-06-19 14:56","0.9","160","5.5","140","2017-06-19 17:41","T","2.1","T","2017-06-19 10:01","T","2017-06-19 10:01","0.0","0.0","6.58","13.9","-0.3","5","2017-06-19 14:00","9.9"
"20","997.1","1006.8","998.7","2017-06-20 09:12","995.1","2017-06-20 03:52","28.5","32.5","2017-06-20 13:52","24.9","2017-06-20 05:50","22.7","71","56","2017-06-20 14:11","1.9","180","9.9","150","2017-06-20 13:06","0.0","0.0","0.0","","0.0","","1.5","11.0","16.36","13.6","6.4","9","2017-06-20 12:00","9.0"
"21","997.9","1007.5","1000.5","2017-06-21 22:15","995.8","2017-06-21 15:50","29.5","34.0","2017-06-21 13:55","25.9","2017-06-21 05:05","23.6","71","61","2017-06-21 11:44","1.9","200","9.3","230","2017-06-21 15:40","0.0","0.0","0.0","","0.0","","3.9","28.7","20.49","15.9","3.5","9","2017-06-21 11:00","7.3"
"22","999.8","1009.5","1001.4","2017-06-22 22:54","998.5","2017-06-22 03:59","29.5","33.8","2017-06-22 14:33","25.4","2017-06-22 05:20","24.3","74","61","2017-06-22 15:22","1.9","210","8.9","170","2017-06-22 09:30","0.0","0.0","0.0","","0.0","","7.4","54.5","21.02","14.6","4.1","8","2017-06-22 10:00","4.4"
"23","999.0","1008.6","1000.9","2017-06-23 00:01","997.5","2017-06-23 15:15","29.4","33.8","2017-06-23 12:00","25.9","2017-06-23 05:36","24.8","77","60","2017-06-23 11:58","1.7","170","7.8","250","2017-06-23 15:23","0.0","0.0","0.0","","0.0","","10.1","74.3","26.42","15.0","4.5","10","2017-06-23 14:00","4.3"
"24","997.5","1007.2","999.0","2017-06-24 21:15","995.7","2017-06-24 15:17","29.4","34.1","2017-06-24 13:02","25.6","2017-06-24 04:30","24.1","73","59","2017-06-24 11:05","2.1","240","8.6","230","2017-06-24 13:55","0.0","0.0","0.0","","0.0","","9.9","72.9","25.57","13.8","2.8","11","2017-06-24 13:00","4.8"
"25","998.0","1007.7","1000.0","2017-06-25 22:50","996.7","2017-06-25 15:55","29.9","33.4","2017-06-25 13:48","27.4","2017-06-25 04:41","23.8","70","59","2017-06-25 15:50","2.4","200","8.9","220","2017-06-25 11:38","0.0","0.0","0.0","","0.0","","7.3","53.7","21.25","15.9","4.4","9","2017-06-25 13:00","6.3"
"26","999.6","1009.2","1001.4","2017-06-26 22:19","997.9","2017-06-26 14:49","30.2","34.3","2017-06-26 14:09","27.6","2017-06-26 04:28","24.2","70","60","2017-06-26 11:56","2.4","200","8.8","250","2017-06-26 14:55","0.0","0.0","0.0","","0.0","","9.4","69.2","23.39","14.3","6.5","11","2017-06-26 13:00","6.1"
"27","1000.6","1010.3","1002.5","2017-06-27 22:18","999.2","2017-06-27 14:55","29.8","33.2","2017-06-27 14:13","26.9","2017-06-27 05:09","24.9","75","61","2017-06-27 18:16","1.7","200","7.1","210","2017-06-27 11:56","T","0.1","T","2017-06-27 10:50","T","2017-06-27 10:50","8.9","65.5","22.32","12.9","-4.3","10","2017-06-27 13:00","6.1"
"28","1001.0","1010.6","1002.6","2017-06-28 22:22","999.5","2017-06-28 16:29","30.2","34.7","2017-06-28 13:25","27.3","2017-06-28 05:08","24.7","73","60","2017-06-28 10:57","1.3","240","6.1","360","2017-06-28 23:38","0.0","0.0","0.0","","0.0","","8.4","61.9","25.57","11.0","4.7","10","2017-06-28 12:00","6.3"
"29","1000.6","1010.4","1002.2","2017-06-29 00:01","999.0","2017-06-29 15:03","29.2","33.5","2017-06-29 14:32","26.0","2017-06-29 23:38","23.6","73","52","2017-06-29 16:33","1.2","220","7.3","320","2017-06-29 15:01","0.0","0.0","0.0","","0.0","","6.7","49.4","21.59","10.5","5.1","6","2017-06-29 12:00","6.8"
"30","999.9","1009.6","1001.4","2017-06-30 19:48","997.8","2017-06-30 15:03","28.1","34.5","2017-06-30 12:06","24.3","2017-06-30 19:33","22.9","75","50","2017-06-30 12:10","1.1","350","7.1","360","2017-06-30 15:38","64.0","4.2","16.0","2017-06-30 17:53","56.0","2017-06-30 17:18","8.3","61.2","22.90","11.4","/","9","2017-06-30 11:00","5.0"
