"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1013.3","1023.5","1014.4","2019-02-11 21:32","1011.9","2019-02-11 14:19","18.9","24.3","2019-02-11 12:35","15.9","2019-02-11 22:47","13.9","73","53","2019-02-11 12:35","2.0","350","8.9","340","2019-02-11 12:07","0.0","0.0","0.0","2019-02-11 00:00","0.0","2019-02-11 00:00","9.6","85.8","20.11","13.4","1.6","8","2019-02-11 13:00","2.1"
"12","1013.1","1023.2","1014.6","2019-02-12 08:16","1010.7","2019-02-12 15:19","20.4","26.9","2019-02-12 13:40","15.4","2019-02-12 01:43","15.6","75","53","2019-02-12 13:40","1.3","340","6.6","20","2019-02-12 14:10","0.0","0.0","0.0","2019-02-12 00:00","0.0","2019-02-12 00:00","8.8","78.5","19.55","12.6","6.2","8","2019-02-12 13:00","2.0"
"13","1011.3","1021.4","1013.4","2019-02-13 00:05","1009.0","2019-02-13 14:58","21.6","27.2","2019-02-13 13:58","17.9","2019-02-13 06:40","16.8","75","56","2019-02-13 13:57","1.4","350","8.0","340","2019-02-13 13:24","0.0","0.0","0.0","2019-02-13 00:00","0.0","2019-02-13 00:00","8.8","78.3","19.65","10.5","4.3","8","2019-02-13 13:00","2.9"
"14","1010.7","1020.7","1012.5","2019-02-14 09:21","1008.6","2019-02-14 14:20","21.8","29.2","2019-02-14 12:12","18.6","2019-02-14 01:05","16.5","73","51","2019-02-14 12:12","1.5","330","7.4","360","2019-02-14 14:11","0.0","0.0","0.0","2019-02-14 00:00","0.0","2019-02-14 00:00","8.2","72.9","18.86","11.4","4.5","7","2019-02-14 13:00","4.7"
"15","1009.8","1019.8","1011.9","2019-02-15 08:46","1007.6","2019-02-15 15:36","22.6","30.2","2019-02-15 13:08","17.3","2019-02-15 05:42","16.8","72","46","2019-02-15 14:29","0.8","210","6.1","260","2019-02-15 15:13","0.0","0.0","0.0","2019-02-15 00:00","0.0","2019-02-15 00:00","8.3","73.6","17.96","13.5","1.5","7","2019-02-15 12:00","3.9"
"16","1008.5","1018.5","1010.5","2019-02-16 08:44","1006.6","2019-02-16 15:35","21.2","28.7","2019-02-16 11:38","17.7","2019-02-16 22:48","16.4","74","52","2019-02-16 11:38","1.3","310","8.2","350","2019-02-16 14:21","0.0","0.0","0.0","2019-02-16 00:00","0.0","2019-02-16 00:00","4.4","39.0","15.73","10.5","2.4","7","2019-02-16 12:00","7.4"
"17","1008.2","1018.3","1010.0","2019-02-17 09:25","1005.6","2019-02-17 15:14","19.3","24.9","2019-02-17 14:19","16.4","2019-02-17 07:26","14.2","73","55","2019-02-17 12:43","1.7","340","8.1","350","2019-02-17 16:06","0.0","0.0","0.0","2019-02-17 00:00","0.0","2019-02-17 00:00","6.5","57.4","16.74","11.3","-5.4","7","2019-02-17 12:00","5.8"
"18","1006.1","1016.1","1008.6","2019-02-18 00:36","1002.9","2019-02-18 15:26","20.7","27.9","2019-02-18 13:00","16.7","2019-02-18 05:49","16.4","77","54","2019-02-18 13:22","0.9","340","6.1","300","2019-02-18 14:19","T","0.7","T","2019-02-18 00:56","T","2019-02-18 00:56","5.5","48.5","16.97","10.8","-1.7","7","2019-02-18 13:00","7.3"
"19","1008.3","1018.3","1010.6","2019-02-19 20:57","1006.5","2019-02-19 04:38","22.6","29.4","2019-02-19 13:36","16.5","2019-02-19 02:01","18.0","76","55","2019-02-19 13:35","0.7","350","11.1","320","2019-02-19 01:10","T","0.3","T","2019-02-19 02:10","T","2019-02-19 02:10","2.1","18.5","10.36","11.0","1.6","6","2019-02-19 13:00","7.7"
"20","1009.8","1019.8","1011.6","2019-02-20 09:49","1008.4","2019-02-20 15:43","23.3","29.8","2019-02-20 12:27","20.0","2019-02-20 04:56","19.4","80","59","2019-02-20 12:26","1.1","340","6.5","350","2019-02-20 14:01","0.0","0.0","0.0","2019-02-20 00:00","0.0","2019-02-20 00:00","6.3","55.3","17.84","6.6","2.9","7","2019-02-20 13:00","5.8"
"21","1008.1","1018.1","1010.7","2019-02-21 00:05","1006.0","2019-02-21 16:30","22.1","27.5","2019-02-21 13:23","18.9","2019-02-21 19:14","18.5","81","64","2019-02-21 15:05","1.3","330","9.5","350","2019-02-21 19:22","0.0","0.0","0.0","2019-02-21 00:00","0.0","2019-02-21 00:00","3.6","31.6","14.20","7.5","0.9","7","2019-02-21 13:00","8.5"
"22","1006.8","1016.9","1008.9","2019-02-22 08:34","1004.7","2019-02-22 13:56","20.3","25.7","2019-02-22 11:02","17.2","2019-02-22 23:46","16.3","78","63","2019-02-22 12:39","1.8","350","9.6","350","2019-02-22 16:52","0.0","0.0","0.0","2019-02-22 00:00","0.0","2019-02-22 00:00","8.1","70.9","19.55","9.5","6.8","9","2019-02-22 13:00","3.8"
"23","1006.5","1016.6","1007.8","2019-02-23 00:50","1004.1","2019-02-23 14:20","17.4","21.9","2019-02-23 10:05","15.6","2019-02-23 06:36","12.1","71","59","2019-02-23 10:54","2.0","340","8.3","360","2019-02-23 03:54","0.0","0.0","0.0","2019-02-23 00:00","0.0","2019-02-23 00:00","2.8","24.5","10.31","11.8","-2.0","6","2019-02-23 11:00","7.8"
"24","1005.9","1016.1","1007.6","2019-02-24 09:33","1004.8","2019-02-24 16:50","16.5","18.7","2019-02-24 11:45","15.1","2019-02-24 05:02","14.5","88","77","2019-02-24 01:30","1.1","350","6.9","310","2019-02-24 13:57","11.0","11.2","1.5","2019-02-24 13:43","6.0","2019-02-24 13:40","0.0","0.0","3.33","9.8","-0.5","4","2019-02-24 12:00","9.9"
"25","1006.3","1016.4","1008.5","2019-02-25 23:06","1004.0","2019-02-25 15:04","19.8","26.6","2019-02-25 14:13","15.1","2019-02-25 06:11","15.4","77","57","2019-02-25 14:09","1.6","360","9.0","360","2019-02-25 08:47","0.0","0.0","0.0","2019-02-25 00:00","0.0","2019-02-25 00:00","9.6","83.5","20.40","11.4","4.8","8","2019-02-25 13:00","2.0"
"26","1007.1","1017.2","1009.3","2019-02-26 09:01","1004.8","2019-02-26 15:19","20.3","27.2","2019-02-26 15:33","16.6","2019-02-26 05:39","15.7","76","53","2019-02-26 15:42","1.2","320","7.1","340","2019-02-26 18:09","0.0","0.0","0.0","2019-02-26 00:00","0.0","2019-02-26 00:00","6.9","59.9","16.31","9.8","3.1","6","2019-02-26 14:00","5.0"
"27","1005.9","1015.9","1008.3","2019-02-27 07:54","1002.4","2019-02-27 16:00","21.8","27.6","2019-02-27 13:27","18.2","2019-02-27 06:35","16.4","72","55","2019-02-27 13:25","1.0","350","7.3","10","2019-02-27 10:45","0.0","0.0","0.0","2019-02-27 00:00","0.0","2019-02-27 00:00","8.0","69.3","19.15","9.4","4.5","7","2019-02-27 13:00","5.8"
"28","1005.1","1015.1","1006.9","2019-02-28 22:54","1003.2","2019-02-28 14:34","22.2","27.3","2019-02-28 10:27","19.3","2019-02-28 06:29","17.3","74","59","2019-02-28 10:27","1.3","350","7.6","290","2019-02-28 12:53","0.0","0.0","0.0","2019-02-28 00:00","0.0","2019-02-28 00:00","8.7","75.3","19.81","10.0","4.0","8","2019-02-28 13:00","4.3"
