"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"18","1005.7","1015.7","1007.8","2018-01-18 09:20","1004.0","2018-01-18 14:56","21.2","27.2","2018-01-18 13:35","18.7","2018-01-18 02:36","18.3","84","62","2018-01-18 13:29","0.9","350","5.4","20","2018-01-18 14:09","0.0","0.0","0.0","","0.0","","2.0","18.5","11.28","9.5","-2.3","5","2018-01-18 13:00","7.6"
"19","1006.7","1016.7","1008.6","2018-01-19 08:35","1005.0","2018-01-19 15:39","20.7","23.2","2018-01-19 13:04","18.5","2018-01-19 08:25","18.1","86","71","2018-01-19 18:17","1.4","360","6.8","340","2018-01-19 15:03","0.5","3.0","0.3","2018-01-19 04:15","0.5","2018-01-19 04:01","0.3","2.8","7.82","10.0","1.3","4","2018-01-19 12:00","9.8"
"20","1005.5","1015.6","1007.4","2018-01-20 09:17","1003.7","2018-01-20 14:40","20.5","24.9","2018-01-20 13:51","18.3","2018-01-20 03:48","18.0","86","72","2018-01-20 13:48","1.1","340","5.2","350","2018-01-20 16:55","0.0","0.0","0.0","","0.0","","2.9","26.8","12.63","7.5","1.8","5","2018-01-20 13:00","8.8"
"21","1004.1","1014.1","1006.0","2018-01-21 08:21","1002.1","2018-01-21 15:02","20.5","25.2","2018-01-21 13:07","18.1","2018-01-21 03:59","18.3","88","72","2018-01-21 12:07","1.1","340","5.2","250","2018-01-21 13:15","0.0","0.0","0.0","","0.0","","2.6","24.0","11.50","8.3","-1.8","4","2018-01-21 11:00","8.6"
"22","1003.0","1013.0","1004.9","2018-01-22 06:42","999.6","2018-01-22 13:28","19.7","25.0","2018-01-22 13:08","17.1","2018-01-22 20:35","17.0","85","69","2018-01-22 13:32","1.2","340","8.0","340","2018-01-22 14:50","4.5","1.8","1.0","2018-01-22 03:31","2.8","2018-01-22 03:28","4.3","39.7","12.15","9.8","2.9","6","2018-01-22 12:00","6.4"
"23","1004.2","1014.3","1005.6","2018-01-23 09:06","1002.1","2018-01-23 14:18","19.0","24.1","2018-01-23 13:53","16.0","2018-01-23 06:07","14.8","77","62","2018-01-23 12:22","1.3","360","8.7","360","2018-01-23 15:48","0.0","0.0","0.0","","0.0","","8.0","73.7","16.02","11.3","2.6","6","2018-01-23 13:00","4.0"
"24","1004.5","1014.6","1006.2","2018-01-24 08:31","1001.7","2018-01-24 15:07","19.4","25.5","2018-01-24 13:39","15.5","2018-01-24 01:18","14.2","73","50","2018-01-24 13:09","1.1","330","6.0","340","2018-01-24 16:03","0.0","0.0","0.0","","0.0","","9.7","89.2","18.14","11.0","3.3","6","2018-01-24 13:00","2.3"
"25","1005.2","1015.3","1006.8","2018-01-25 09:15","1003.2","2018-01-25 14:37","18.5","24.7","2018-01-25 12:39","14.8","2018-01-25 02:55","14.4","78","57","2018-01-25 12:39","1.4","350","7.0","360","2018-01-25 16:09","0.0","0.0","0.0","","0.0","","6.9","63.4","16.09","13.9","1.7","6","2018-01-25 13:00","6.1"
"26","1005.8","1016.0","1007.9","2018-01-26 08:36","1003.8","2018-01-26 14:16","17.9","22.2","2018-01-26 14:17","14.8","2018-01-26 23:53","13.5","76","57","2018-01-26 14:27","2.8","360","10.9","350","2018-01-26 15:32","0.0","0.0","0.0","","0.0","","8.4","77.0","16.93","15.0","3.6","6","2018-01-26 13:00","5.3"
"27","1006.0","1016.2","1008.1","2018-01-27 08:35","1004.3","2018-01-27 17:34","17.4","21.2","2018-01-27 13:32","14.5","2018-01-27 01:10","13.4","78","63","2018-01-27 13:42","1.0","330","4.7","350","2018-01-27 01:31","T","0.4","T","2018-01-27 15:46","T","2018-01-27 15:46","1.4","12.8","9.13","13.5","-0.9","4","2018-01-27 11:00","7.1"
"28","1004.1","1014.3","1006.0","2018-01-28 09:56","1002.3","2018-01-28 03:33","17.1","21.7","2018-01-28 12:28","14.6","2018-01-28 22:58","15.0","88","74","2018-01-28 14:05","1.9","10","9.0","20","2018-01-28 23:34","2.5","3.4","2.0","2018-01-28 19:51","2.0","2018-01-28 19:26","2.0","18.3","10.96","9.5","-2.0","6","2018-01-28 13:00","9.1"
"29","1006.5","1016.8","1009.1","2018-01-29 23:43","1003.8","2018-01-29 02:24","13.4","15.2","2018-01-29 11:59","11.6","2018-01-29 23:59","11.1","86","79","2018-01-29 15:34","2.6","20","10.9","30","2018-01-29 01:27","1.0","5.7","0.2","2018-01-29 22:20","0.5","2018-01-29 22:01","0.0","0.0","3.91","11.1","-0.1","3","2018-01-29 13:00","9.1"
"30","1008.6","1018.9","1010.8","2018-01-30 06:47","1006.7","2018-01-30 14:52","13.8","16.6","2018-01-30 15:39","11.5","2018-01-30 00:10","12.1","90","78","2018-01-30 15:27","1.3","10","7.7","40","2018-01-30 06:04","2.0","7.9","0.5","2018-01-30 01:00","1.5","2018-01-30 00:56","0.0","0.0","5.18","12.0","-0.3","3","2018-01-30 12:00","9.8"
"31","1008.2","1018.4","1009.6","2018-01-31 22:35","1005.9","2018-01-31 14:24","15.4","20.3","2018-01-31 13:18","12.5","2018-01-31 23:22","14.0","92","76","2018-01-31 13:23","1.8","360","11.7","350","2018-01-31 20:13","2.5","6.1","0.6","2018-01-31 22:52","1.5","2018-01-31 22:44","0.4","3.6","8.45","8.5","-1.1","4","2018-01-31 12:00","9.8"
