"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1003.6","1013.4","1005.6","2018-05-11 08:02","1001.5","2018-05-11 16:00","26.4","31.7","2018-05-11 13:48","23.1","2018-05-11 00:52","21.4","74","59","2018-05-11 13:15","1.0","330","6.5","320","2018-05-11 14:15","0.0","0.0","0.0","","0.0","","8.6","65.2","23.93","11.8","4.7","7","2018-05-11 13:00","4.8"
"12","1001.9","1011.6","1003.6","2018-05-12 09:11","999.7","2018-05-12 16:48","26.5","30.9","2018-05-12 14:24","22.5","2018-05-12 04:28","22.1","78","65","2018-05-12 15:02","1.1","210","5.4","250","2018-05-12 11:33","0.0","0.0","0.0","","0.0","","7.5","56.8","18.44","10.5","4.3","5","2018-05-12 12:00","2.5"
"13","1001.3","1011.0","1002.7","2018-05-13 09:26","999.7","2018-05-13 16:59","27.6","31.4","2018-05-13 14:12","25.0","2018-05-13 00:44","23.1","77","65","2018-05-13 14:10","1.6","230","6.5","230","2018-05-13 13:50","0.0","0.0","0.0","","0.0","","5.7","43.1","19.58","10.5","4.4","8","2018-05-13 14:00","5.0"
"14","1001.0","1010.8","1003.0","2018-05-14 08:26","998.7","2018-05-14 16:04","28.0","32.9","2018-05-14 14:23","24.2","2018-05-14 03:32","22.8","74","57","2018-05-14 13:27","1.2","210","6.5","240","2018-05-14 16:07","0.0","0.0","0.0","","0.0","","6.6","49.8","20.62","11.3","2.2","8","2018-05-14 12:00","5.4"
"15","1000.4","1010.1","1002.0","2018-05-15 09:24","999.3","2018-05-15 14:46","28.3","32.8","2018-05-15 13:06","24.5","2018-05-15 05:29","23.8","77","64","2018-05-15 10:36","1.4","250","8.5","230","2018-05-15 15:04","0.0","0.0","0.0","","0.0","","6.9","52.0","21.22","15.1","6.1","9","2018-05-15 13:00","6.1"
"16","999.4","1009.0","1001.0","2018-05-16 10:03","998.1","2018-05-16 16:13","29.1","33.6","2018-05-16 12:27","25.6","2018-05-16 03:18","25.4","81","64","2018-05-16 11:01","1.7","170","8.4","240","2018-05-16 15:58","0.0","0.0","0.0","","0.0","","6.6","49.7","21.07","14.6","5.0","7","2018-05-16 13:00","5.4"
"17","998.7","1008.4","1000.3","2018-05-17 07:34","997.4","2018-05-17 15:36","29.2","33.6","2018-05-17 13:27","26.1","2018-05-17 04:43","25.3","80","63","2018-05-17 11:11","1.9","180","7.8","170","2018-05-17 15:37","0.0","0.0","0.0","","0.0","","9.9","74.5","25.24","16.5","4.0","8","2018-05-17 14:00","2.6"
"18","998.1","1007.8","1000.0","2018-05-18 08:16","996.6","2018-05-18 16:10","28.7","33.7","2018-05-18 12:49","25.1","2018-05-18 05:11","23.9","76","57","2018-05-18 11:38","1.9","180","7.4","240","2018-05-18 13:38","0.0","0.0","0.0","","0.0","","10.0","75.2","25.16","13.1","6.7","9","2018-05-18 12:00","2.5"
"19","998.6","1008.2","1000.1","2018-05-19 09:38","996.9","2018-05-19 17:09","28.9","33.4","2018-05-19 12:12","24.7","2018-05-19 05:31","23.7","74","56","2018-05-19 12:31","1.4","240","8.2","230","2018-05-19 14:03","0.0","0.0","0.0","","0.0","","9.8","73.6","25.24","13.1","5.9","8","2018-05-19 12:00","4.1"
"20","999.3","1009.0","1001.2","2018-05-20 22:59","996.9","2018-05-20 02:54","29.4","33.1","2018-05-20 12:50","26.7","2018-05-20 03:03","24.1","74","63","2018-05-20 11:48","1.4","250","7.0","240","2018-05-20 13:48","0.0","0.0","0.0","","0.0","","7.8","58.5","23.13","14.8","5.5","7","2018-05-20 12:00","7.3"
"21","1000.2","1009.9","1001.9","2018-05-21 08:49","998.1","2018-05-21 02:53","28.9","32.4","2018-05-21 15:36","25.8","2018-05-21 04:20","23.3","73","55","2018-05-21 17:46","0.9","330","6.7","270","2018-05-21 14:26","0.0","0.0","0.0","","0.0","","4.1","30.7","15.34","12.9","4.0","5","2018-05-21 14:00","5.6"
"22","1000.5","1010.2","1002.6","2018-05-22 08:17","998.4","2018-05-22 16:04","29.3","34.3","2018-05-22 14:04","25.4","2018-05-22 03:43","22.7","69","52","2018-05-22 16:01","1.0","240","6.7","240","2018-05-22 14:43","0.0","0.0","0.0","","0.0","","9.3","69.6","22.72","13.0","5.6","7","2018-05-22 12:00","3.0"
"23","1000.3","1010.0","1001.9","2018-05-23 07:29","998.7","2018-05-23 15:12","29.2","34.4","2018-05-23 13:07","26.2","2018-05-23 01:58","23.6","72","57","2018-05-23 12:01","1.2","340","9.7","340","2018-05-23 13:22","0.0","0.0","0.0","","0.0","","9.2","68.8","23.71","11.5","5.7","7","2018-05-23 12:00","2.9"
"24","1000.0","1009.7","1001.9","2018-05-24 09:26","998.5","2018-05-24 16:11","29.1","34.0","2018-05-24 13:32","25.4","2018-05-24 03:03","22.8","70","53","2018-05-24 14:30","1.0","260","6.1","240","2018-05-24 13:58","0.0","0.0","0.0","","0.0","","6.5","48.5","21.69","11.3","5.3","6","2018-05-24 11:00","4.9"
"25","998.7","1008.4","1001.2","2018-05-25 07:45","996.4","2018-05-25 16:18","29.4","33.8","2018-05-25 12:49","26.6","2018-05-25 00:23","23.5","71","62","2018-05-25 11:24","1.6","240","8.6","230","2018-05-25 13:26","0.0","0.0","0.0","","0.0","","7.3","54.5","23.52","14.1","6.2","8","2018-05-25 13:00","6.1"
"26","998.7","1008.4","1000.5","2018-05-26 08:29","997.4","2018-05-26 15:56","29.8","33.9","2018-05-26 11:41","27.2","2018-05-26 05:49","24.0","72","55","2018-05-26 11:25","2.5","170","8.6","240","2018-05-26 12:01","0.0","0.0","0.0","","0.0","","9.1","67.8","25.09","15.5","5.7","9","2018-05-26 12:00","5.0"
"27","999.3","1009.0","1000.9","2018-05-27 22:46","996.9","2018-05-27 16:16","30.1","36.2","2018-05-27 13:33","25.4","2018-05-27 05:31","23.8","70","52","2018-05-27 14:19","2.0","210","8.9","170","2018-05-27 11:11","0.0","0.0","0.0","","0.0","","10.8","80.4","28.04","17.9","7.7","10","2018-05-27 12:00","2.3"
"28","999.3","1008.9","1000.7","2018-05-28 22:41","997.8","2018-05-28 15:57","30.7","36.3","2018-05-28 13:14","26.6","2018-05-28 05:08","24.6","71","49","2018-05-28 13:07","1.6","220","7.7","230","2018-05-28 14:53","0.0","0.0","0.0","","0.0","","10.4","77.4","26.94","15.0","7.3","10","2018-05-28 12:00","4.0"
"29","1000.5","1010.1","1002.4","2018-05-29 22:12","998.6","2018-05-29 17:19","30.9","35.2","2018-05-29 12:43","28.2","2018-05-29 05:39","25.4","73","59","2018-05-29 15:47","1.8","200","7.7","260","2018-05-29 12:49","0.0","0.0","0.0","","0.0","","7.8","58.0","24.01","13.1","4.3","8","2018-05-29 13:00","6.6"
"30","1000.7","1010.3","1002.2","2018-05-30 07:25","998.6","2018-05-30 14:51","30.8","36.1","2018-05-30 12:04","27.8","2018-05-30 04:24","24.7","71","56","2018-05-30 11:51","1.4","240","8.7","250","2018-05-30 14:49","0.0","0.0","0.0","","0.0","","8.3","61.6","23.86","16.0","6.0","8","2018-05-30 12:00","6.3"
"31","1000.3","1010.0","1001.6","2018-05-31 00:01","998.8","2018-05-31 15:57","30.5","35.5","2018-05-31 13:08","26.8","2018-05-31 05:19","24.8","72","61","2018-05-31 10:49","1.7","230","7.5","240","2018-05-31 12:32","0.0","0.0","0.0","","0.0","","10.0","74.2","25.51","14.6","-6.5","9","2018-05-31 13:00","4.8"
