"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","999.7","1009.4","1001.9","2017-10-11 08:26","997.5","2017-10-11 15:20","30.3","34.4","2017-10-11 13:55","26.6","2017-10-11 06:07","24.6","72","57","2017-10-11 13:57","0.8","220","5.8","240","2017-10-11 12:02","0.0","0.0","0.0","","0.0","","5.4","46.6","14.19","9.8","3.3","5","2017-10-11 12:00","4.4"
"12","997.3","1007.0","1000.2","2017-10-12 00:06","994.4","2017-10-12 14:43","29.1","33.3","2017-10-12 11:30","26.5","2017-10-12 23:37","22.7","69","59","2017-10-12 11:37","1.3","340","7.9","360","2017-10-12 16:50","0.0","0.0","0.0","","0.0","","2.7","23.3","13.80","14.9","6.0","7","2017-10-12 12:00","6.8"
"13","993.3","1002.9","995.5","2017-10-13 00:01","990.0","2017-10-13 17:12","27.5","31.7","2017-10-13 10:42","24.7","2017-10-13 22:33","21.9","72","61","2017-10-13 11:55","2.4","10","9.1","20","2017-10-13 18:03","13.0","4.8","1.0","2017-10-13 20:01","5.0","2017-10-13 20:04","0.9","7.8","11.16","17.1","-0.2","7","2017-10-13 11:00","8.9"
"14","992.3","1002.0","994.0","2017-10-14 23:57","989.8","2017-10-14 03:45","25.6","30.0","2017-10-14 11:39","24.5","2017-10-14 06:45","24.6","94","78","2017-10-14 11:39","1.0","190","6.5","30","2017-10-14 00:05","14.5","15.6","1.0","2017-10-14 06:53","4.5","2017-10-14 15:18","0.4","3.5","5.67","12.1","-0.3","6","2017-10-14 12:00","9.5"
"15","997.8","1007.6","1001.3","2017-10-15 22:03","993.3","2017-10-15 01:05","24.9","26.0","2017-10-15 12:06","24.1","2017-10-15 04:32","24.6","98","94","2017-10-15 14:09","0.2","110","2.8","180","2017-10-15 02:13","25.5","15.7","1.5","2017-10-15 03:20","6.0","2017-10-15 02:42","0.0","0.0","3.27","11.0","-0.4","3","2017-10-15 12:00","9.6"
"16","1000.7","1010.5","1002.3","2017-10-16 08:25","999.0","2017-10-16 14:39","27.4","31.8","2017-10-16 10:37","23.7","2017-10-16 05:59","25.2","88","71","2017-10-16 10:17","1.0","350","6.4","340","2017-10-16 17:00","0.0","0.0","0.0","","0.0","","7.8","67.9","18.52","12.0","2.2","8","2017-10-16 12:00","6.8"
"17","1001.3","1011.0","1003.3","2017-10-17 09:35","999.0","2017-10-17 14:58","27.7","30.8","2017-10-17 14:19","25.8","2017-10-17 05:45","23.8","80","70","2017-10-17 11:02","2.2","20","9.6","360","2017-10-17 15:07","0.0","0.0","0.0","","0.0","","9.6","83.8","19.84","12.8","4.8","8","2017-10-17 12:00","4.3"
"18","1000.7","1010.5","1002.4","2017-10-18 08:42","999.2","2017-10-18 14:31","27.0","30.8","2017-10-18 11:39","25.0","2017-10-18 23:50","22.2","75","67","2017-10-18 09:56","2.7","20","10.1","340","2017-10-18 11:59","0.0","0.0","0.0","","0.0","","8.4","73.4","19.21","14.6","5.2","8","2017-10-18 13:00","4.8"
"19","998.5","1008.2","1000.9","2017-10-19 08:30","996.6","2017-10-19 14:42","26.2","30.3","2017-10-19 12:46","24.2","2017-10-19 06:02","21.5","75","64","2017-10-19 12:02","2.7","20","12.4","10","2017-10-19 13:08","0.0","0.0","0.0","","0.0","","8.5","74.5","19.62","14.6","4.1","8","2017-10-19 12:00","2.3"
"20","997.7","1007.5","999.1","2017-10-20 08:30","996.1","2017-10-20 13:55","25.5","30.5","2017-10-20 11:34","23.3","2017-10-20 22:38","20.1","72","60","2017-10-20 11:13","3.3","20","12.4","30","2017-10-20 14:38","0.0","0.0","0.0","","0.0","","8.6","75.5","19.02","14.6","3.9","8","2017-10-20 12:00","2.0"
"21","998.2","1008.0","999.9","2017-10-21 09:15","996.7","2017-10-21 15:01","23.3","26.7","2017-10-21 12:58","22.0","2017-10-21 04:24","16.5","66","51","2017-10-21 22:50","4.2","20","13.8","10","2017-10-21 11:45","0.0","0.0","0.0","","0.0","","5.5","48.4","16.47","13.1","4.7","7","2017-10-21 13:00","7.4"
"22","1000.0","1009.9","1002.6","2017-10-22 22:54","997.8","2017-10-22 14:32","22.7","27.6","2017-10-22 14:09","19.6","2017-10-22 23:14","13.1","55","48","2017-10-22 13:24","2.7","10","8.8","20","2017-10-22 10:15","0.0","0.0","0.0","","0.0","","9.3","81.9","20.21","11.9","5.3","7","2017-10-22 12:00","2.6"
"23","1004.0","1013.9","1006.8","2017-10-23 23:40","1002.1","2017-10-23 01:40","22.9","28.4","2017-10-23 13:16","18.3","2017-10-23 01:04","13.9","57","44","2017-10-23 10:02","1.8","20","8.9","10","2017-10-23 16:14","0.0","0.0","0.0","","0.0","","9.5","83.9","19.40","11.3","4.4","7","2017-10-23 12:00","1.4"
"24","1007.1","1017.0","1009.2","2017-10-24 08:34","1005.3","2017-10-24 14:35","23.9","29.1","2017-10-24 12:50","20.1","2017-10-24 01:33","16.3","63","47","2017-10-24 11:12","1.7","360","10.5","340","2017-10-24 14:23","0.0","0.0","0.0","","0.0","","8.9","78.7","19.15","15.3","4.2","7","2017-10-24 12:00","3.0"
"25","1006.6","1016.6","1008.4","2017-10-25 08:02","1004.8","2017-10-25 14:35","23.8","29.4","2017-10-25 13:39","19.4","2017-10-25 05:44","16.6","65","49","2017-10-25 13:37","1.4","340","8.0","20","2017-10-25 13:15","0.0","0.0","0.0","","0.0","","10.0","88.6","19.82","15.9","4.1","7","2017-10-25 12:00","0.4"
"26","1004.1","1014.0","1006.5","2017-10-26 09:17","1001.9","2017-10-26 14:13","23.5","29.1","2017-10-26 13:12","19.2","2017-10-26 04:58","16.3","65","47","2017-10-26 13:11","1.7","20","9.4","20","2017-10-26 15:50","0.0","0.0","0.0","","0.0","","9.9","87.9","19.44","12.9","4.8","7","2017-10-26 12:00","0.8"
"27","1001.4","1011.3","1003.3","2017-10-27 08:39","999.1","2017-10-27 14:13","23.3","28.3","2017-10-27 13:26","19.8","2017-10-27 04:16","16.0","64","49","2017-10-27 11:23","2.6","10","12.2","360","2017-10-27 15:10","0.0","0.0","0.0","","0.0","","9.2","81.8","19.04","14.6","4.2","7","2017-10-27 12:00","0.6"
"28","1002.6","1012.5","1004.6","2017-10-28 22:15","1000.5","2017-10-28 02:56","22.8","27.4","2017-10-28 14:11","19.6","2017-10-28 23:19","16.8","69","54","2017-10-28 15:12","2.4","20","9.9","360","2017-10-28 11:00","0.0","0.0","0.0","","0.0","","6.1","54.4","16.65","12.0","3.2","6","2017-10-28 12:00","5.9"
"29","1006.1","1016.1","1008.1","2017-10-29 23:43","1004.3","2017-10-29 00:39","22.7","28.6","2017-10-29 12:14","18.6","2017-10-29 04:17","14.3","60","47","2017-10-29 12:13","2.1","20","11.4","10","2017-10-29 14:46","0.0","0.0","0.0","","0.0","","9.5","84.8","19.60","13.9","5.5","7","2017-10-29 12:00","2.8"
"30","1008.6","1018.6","1010.8","2017-10-30 08:26","1007.1","2017-10-30 15:12","22.1","26.3","2017-10-30 12:38","19.1","2017-10-30 23:17","13.7","59","47","2017-10-30 12:54","2.3","20","10.6","10","2017-10-30 14:37","0.0","0.0","0.0","","0.0","","9.5","85.0","19.54","14.3","4.3","6","2017-10-30 12:00","4.6"
"31","1007.7","1017.7","1009.7","2017-10-31 08:41","1005.3","2017-10-31 15:20","22.6","28.4","2017-10-31 13:27","17.6","2017-10-31 00:50","15.3","64","47","2017-10-31 13:27","1.0","180","8.3","30","2017-10-31 16:15","0.0","0.0","0.0","","0.0","","7.7","69.0","16.71","11.6","2.0","5","2017-10-31 12:00","6.6"
