"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1004.2","1014.0","1005.6","2017-05-11 06:47","1002.6","2017-05-11 16:59","28.4","33.4","2017-05-11 13:07","25.2","2017-05-11 04:44","21.8","69","52","2017-05-11 13:07","1.0","330","7.0","350","2017-05-11 14:01","0.0","0.0","0.0","","0.0","","4.6","34.9","18.57","11.5","4.6","6","2017-05-11 14:00","8.0"
"12","1000.7","1010.5","1003.9","2017-05-12 00:04","998.6","2017-05-12 17:20","28.5","33.4","2017-05-12 13:31","24.6","2017-05-12 04:47","22.5","71","55","2017-05-12 13:31","1.4","190","7.6","240","2017-05-12 15:15","0.0","0.0","0.0","","0.0","","2.7","20.4","16.92","12.1","4.1","7","2017-05-12 12:00","8.1"
"13","1000.0","1009.7","1001.6","2017-05-13 22:30","998.7","2017-05-13 03:27","27.7","30.6","2017-05-13 09:26","25.7","2017-05-13 23:44","22.3","73","54","2017-05-13 17:51","1.2","220","5.8","240","2017-05-13 10:14","T","3.2","T","2017-05-13 12:20","T","2017-05-13 12:20","1.1","8.3","10.26","13.3","-1.2","5","2017-05-13 12:00","8.9"
"14","1000.6","1010.3","1002.3","2017-05-14 08:50","998.4","2017-05-14 16:28","28.2","34.9","2017-05-14 14:05","24.3","2017-05-14 05:49","20.8","65","44","2017-05-14 12:21","1.0","360","7.6","340","2017-05-14 14:51","0.0","0.0","0.0","","0.0","","7.7","58.1","24.79","13.9","6.0","9","2017-05-14 13:00","4.4"
"15","1000.0","1009.7","1001.5","2017-05-15 05:33","997.5","2017-05-15 16:06","27.3","32.5","2017-05-15 10:11","23.9","2017-05-15 23:39","22.0","73","55","2017-05-15 11:16","1.3","10","7.6","360","2017-05-15 17:27","0.5","4.0","0.5","2017-05-15 22:12","0.5","2017-05-15 21:22","5.2","39.2","20.54","11.5","-2.8","7","2017-05-15 11:00","7.3"
"16","997.6","1007.5","999.6","2017-05-16 00:04","996.2","2017-05-16 15:35","22.6","24.8","2017-05-16 12:38","20.3","2017-05-16 22:09","21.0","90","85","2017-05-16 13:05","1.4","20","8.9","20","2017-05-16 19:43","16.5","17.7","1.5","2017-05-16 08:00","3.5","2017-05-16 10:15","0.0","0.0","4.19","10.1","-0.4","2","2017-05-16 12:00","10.0"
"17","998.5","1008.3","1001.1","2017-05-17 22:14","996.5","2017-05-17 02:32","24.8","29.3","2017-05-17 12:41","20.7","2017-05-17 00:06","19.8","75","59","2017-05-17 14:45","1.2","350","7.4","20","2017-05-17 16:27","0.0","0.0","0.0","","0.0","","2.4","18.1","18.34","15.9","3.2","8","2017-05-17 13:00","8.3"
"18","1001.4","1011.2","1002.9","2017-05-18 21:49","999.8","2017-05-18 03:49","26.7","31.7","2017-05-18 13:11","22.9","2017-05-18 05:05","21.5","74","58","2017-05-18 13:11","1.0","340","6.2","360","2017-05-18 12:27","0.0","0.0","0.0","","0.0","","5.4","40.6","19.71","11.9","-3.3","6","2017-05-18 13:00","8.0"
"19","1001.5","1011.3","1002.8","2017-05-19 08:53","999.9","2017-05-19 15:26","25.2","29.8","2017-05-19 11:31","21.8","2017-05-19 18:45","21.3","80","55","2017-05-19 12:17","1.0","10","6.3","20","2017-05-19 15:41","16.5","6.5","2.5","2017-05-19 17:32","7.5","2017-05-19 16:58","0.0","0.0","7.94","10.0","-1.2","5","2017-05-19 12:00","8.6"
"20","998.9","1008.7","1002.1","2017-05-20 00:01","997.2","2017-05-20 17:10","24.2","27.6","2017-05-20 11:47","21.8","2017-05-20 01:14","21.7","86","69","2017-05-20 11:36","1.1","360","5.8","40","2017-05-20 13:54","19.5","9.7","3.0","2017-05-20 00:03","9.0","2017-05-20 00:01","0.2","1.5","13.38","12.9","-1.3","5","2017-05-20 11:00","8.4"
"21","997.1","1006.8","998.3","2017-05-21 09:49","994.8","2017-05-21 16:57","26.8","31.9","2017-05-21 12:37","22.0","2017-05-21 05:23","22.4","78","59","2017-05-21 12:40","0.9","340","6.9","350","2017-05-21 14:55","0.0","0.0","0.0","","0.0","","9.0","67.4","22.63","15.1","4.0","8","2017-05-21 11:00","4.3"
"22","998.3","1008.0","1000.0","2017-05-22 22:44","996.8","2017-05-22 02:33","28.0","32.5","2017-05-22 13:41","24.9","2017-05-22 02:15","22.9","74","61","2017-05-22 13:45","1.3","220","6.9","310","2017-05-22 14:47","0.0","0.0","0.0","","0.0","","3.3","24.7","18.26","13.9","4.1","7","2017-05-22 13:00","6.5"
"23","998.5","1008.2","1000.3","2017-05-23 08:55","996.6","2017-05-23 17:10","28.2","32.0","2017-05-23 14:56","25.0","2017-05-23 04:59","23.3","75","62","2017-05-23 11:53","1.9","200","7.3","240","2017-05-23 13:08","0.0","0.0","0.0","","0.0","","7.8","58.3","24.66","13.6","6.0","8","2017-05-23 12:00","6.4"
"24","997.0","1006.7","997.9","2017-05-24 22:05","995.2","2017-05-24 15:47","27.6","30.6","2017-05-24 11:11","24.6","2017-05-24 22:25","24.1","82","70","2017-05-24 10:16","1.6","180","8.1","240","2017-05-24 12:09","14.0","2.1","5.0","2017-05-24 21:37","11.5","2017-05-24 21:19","1.5","11.2","13.99","12.4","-1.0","5","2017-05-24 13:00","9.5"
"25","997.5","1007.3","999.9","2017-05-25 21:05","995.9","2017-05-25 02:50","25.4","30.6","2017-05-25 14:04","22.7","2017-05-25 06:20","21.7","81","66","2017-05-25 19:56","1.3","330","8.7","50","2017-05-25 20:37","4.5","1.0","2.5","2017-05-25 06:07","4.0","2017-05-25 06:01","1.1","8.2","13.32","12.3","3.7","7","2017-05-25 13:00","9.3"
"26","998.9","1008.7","1000.0","2017-05-26 21:51","997.5","2017-05-26 02:52","25.6","29.8","2017-05-26 16:07","22.9","2017-05-26 04:56","19.3","69","58","2017-05-26 09:09","1.3","330","6.1","350","2017-05-26 17:37","0.0","0.0","0.0","","0.0","","1.4","10.4","16.06","13.1","5.5","7","2017-05-26 12:00","9.4"
"27","999.0","1008.8","1000.4","2017-05-27 10:30","998.0","2017-05-27 04:07","26.0","28.7","2017-05-27 16:18","23.3","2017-05-27 04:50","22.0","79","67","2017-05-27 16:49","0.8","190","5.7","300","2017-05-27 17:10","T","0.1","T","2017-05-27 12:01","T","2017-05-27 12:01","0.1","0.7","9.34","10.8","-2.6","4","2017-05-27 13:00","9.0"
"28","998.5","1008.3","999.8","2017-05-28 22:13","997.2","2017-05-28 16:11","27.0","31.0","2017-05-28 15:21","23.8","2017-05-28 05:58","22.3","76","63","2017-05-28 10:50","0.9","350","5.6","10","2017-05-28 19:38","0.0","0.0","0.0","","0.0","","2.9","21.6","15.17","11.3","0.8","6","2017-05-28 11:00","7.5"
"29","999.3","1009.0","1000.7","2017-05-29 07:16","997.4","2017-05-29 15:30","28.3","33.2","2017-05-29 14:13","24.4","2017-05-29 04:55","23.1","74","60","2017-05-29 14:13","1.1","340","7.5","350","2017-05-29 16:14","0.0","0.0","0.0","","0.0","","7.5","55.7","23.50","11.8","-4.7","7","2017-05-29 11:00","6.3"
"30","999.7","1009.5","1001.4","2017-05-30 11:12","997.9","2017-05-30 23:59","25.7","29.4","2017-05-30 09:28","23.8","2017-05-30 02:38","23.6","89","69","2017-05-30 09:34","0.9","210","8.1","200","2017-05-30 10:46","38.5","8.6","5.0","2017-05-30 21:42","20.0","2017-05-30 21:39","1.0","7.4","9.92","9.1","-0.2","4","2017-05-30 10:00","9.4"
"31","996.5","1006.2","999.0","2017-05-31 08:05","994.5","2017-05-31 16:18","27.3","32.0","2017-05-31 13:07","23.7","2017-05-31 00:51","24.2","84","69","2017-05-31 17:34","1.5","200","7.5","220","2017-05-31 17:30","1.5","1.9","1.5","2017-05-31 06:49","1.5","2017-05-31 05:59","5.0","37.1","20.54","14.4","3.8","9","2017-05-31 12:00","7.4"
